n_rows,n_unique_crm_configs,n_unique_bil_configs,n_duplicate_rows,pct_duplicate_rows,n_distinct_crm_bil_pairs,reconciliation_ok,n_ambiguous_crm_configs,pct_ambiguous_crm_configs,n_rows_in_ambiguous_configs,pct_rows_in_ambiguous_configs,emr_ceiling_exact_lookup,n_nonmodal_rows,per_row_provisioning_error_rate_lower_bound,n_singleton_configs,pct_rows_in_singleton_configs,n_bil_configs_fed_by_multiple_crm,pct_bil_configs_fed_by_multiple_crm,max_crm_configs_per_bil_config
187442,67434,67201,119264,0.636271,68178,True,617,0.00915,58402,0.311574,0.992984,1315,0.010147,57853,0.308645,873,0.012991,24
