n_train_rows,n_test_rows,n_crm_cols_raw,n_bil_cols_raw,n_crm_packs,n_crm_onehot,n_bil_packs,n_bil_onehot,n_constant_crm,n_constant_bil,mean_crm_activation_rate,mean_bil_activation_rate,n_duplicate_msisdn_train,n_duplicate_msisdn_test,n_unique_crm_configs,n_unique_bil_configs,n_ambiguous_crm_groups,pct_ambiguous_crm_groups,avg_crm_packs_per_customer,avg_bil_packs_per_customer,crm_bil_pack_count_corr,n_distinct_bil_configs_for_80pct_coverage,n_distinct_bil_configs_total,n_distinct_crm_configs_total,cluster_threshold,n_crm_dedup_clusters,n_crm_cols_dropped_as_duplicate,n_bil_dedup_clusters,n_bil_cols_dropped_as_duplicate,n_crm_cols_clean,n_bil_cols_clean,relabel_threshold,n_rows_relabeled,n_groups_relabeled,n_remaining_ambiguous_crm_groups,crm_pack_count_iqr_lower,crm_pack_count_iqr_upper,bil_pack_count_iqr_lower,bil_pack_count_iqr_upper,n_pack_count_outlier_rows,pct_pack_count_outlier_rows,referential_columns_match,referential_train_binary_only,referential_test_binary_only,referential_train_nulls,referential_test_nulls,referential_n_duplicate_msisdn_train,referential_n_duplicate_msisdn_test,referential_n_msisdn_overlap_train_test
187442,97100,745,731,730,15,717,14,2,0,0.020528,0.02009,0,0,67434,67201,617,0.00915,12.2839,11.6772,0.9324,29713,67201,67434,0.95,4,9,3,8,734,723,0.65,57656,494,123,6.5,18.5,5.5,17.5,24253,0.129389,True,True,True,0,0,0,0,0
