bil_column,n_pairs,share_of_pairs,prevalence,lift_vs_prevalence
BIL_3803_PACK,103,0.13844086021505375,0.0036064489282017905,38.38702917223388
BIL_3940_PACK,83,0.11155913978494623,0.0045027261766306375,24.775910283850585
BIL_4281_PACK,4,0.005376344086021506,0.0010616617406984561,5.06408386016102
BIL_4334_PACK,4,0.005376344086021506,0.0010883366588064574,4.939964157706094
BIL_4294_PACK,4,0.005376344086021506,0.0011630264295088614,4.622718753082767
BIL_4197_PACK,4,0.005376344086021506,0.0012430511838328656,4.325118833356409
BIL_4237_PACK,4,0.005376344086021506,0.0012590561346976666,4.270138509203572
BIL_4169_PACK,4,0.005376344086021506,0.001269726101940867,4.234254992319508
BIL_4464_PACK,3,0.004032258064516129,0.0010349868225904546,3.8959511140671768
BIL_4258_PACK,3,0.004032258064516129,0.0010723317079416566,3.7602712245225485
BIL_4146_PACK,3,0.004032258064516129,0.0010936716424280579,3.686900078678206
BIL_4092_PACK,3,0.004032258064516129,0.0011523564622656609,3.499141278375149
BIL_4350_PACK,3,0.004032258064516129,0.0011736963967520619,3.4355205278592376
BIL_4353_PACK,3,0.004032258064516129,0.0011736963967520619,3.4355205278592376
BIL_4305_PACK,3,0.004032258064516129,0.0011897013476168629,3.389302762910458
BIL_3918_PACK,3,0.004032258064516129,0.0012377162002112654,3.2578211902113456
BIL_4007_PACK,3,0.004032258064516129,0.0012537211510760661,3.216231983527797
BIL_4213_PACK,3,0.004032258064516129,0.0012537211510760661,3.216231983527797
BIL_3952_PACK,41,0.05510752688172043,0.01873112749543859,2.942029351684261
BIL_4102_PACK,66,0.08870967741935484,0.030409406643121605,2.9171788341822302
BIL_3945_PACK,3,0.004032258064516129,0.0014724554795616778,2.738458391771856
BIL_3812_PACK,3,0.004032258064516129,0.0014724554795616778,2.738458391771856
BIL_4023_PACK,4,0.005376344086021506,0.001968608956370504,2.7310370953171903
BIL_4320_PACK,2,0.002688172043010753,0.0010296518389688544,2.610758259513065
BIL_4127_PACK,2,0.002688172043010753,0.0010403218062120549,2.5839812517231877
BIL_3780_PACK,3,0.004032258064516129,0.0015631502011288826,2.5795717274028402
BIL_4149_PACK,2,0.002688172043010753,0.0010509917734552554,2.5577479395229523
BIL_4325_PACK,2,0.002688172043010753,0.0010723317079416566,2.5068474830150325
BIL_4418_PACK,2,0.002688172043010753,0.0010883366588064574,2.469982078853047
BIL_4430_PACK,2,0.002688172043010753,0.0011203465605360591,2.3994111623143883
BIL_4229_PACK,2,0.002688172043010753,0.0011256815441576594,2.388039545431382
BIL_4295_PACK,2,0.002688172043010753,0.00113635151140086,2.365616638901509
BIL_4139_PACK,3,0.004032258064516129,0.0017338696770200915,2.3255831265508684
BIL_4419_PACK,2,0.002688172043010753,0.0011630264295088614,2.3113593765413833
BIL_3912_PACK,3,0.004032258064516129,0.001744539644263292,2.311359376541383
BIL_4231_PACK,2,0.002688172043010753,0.0011683614131304616,2.300805224137085
BIL_4284_PACK,2,0.002688172043010753,0.0011736963967520619,2.290347018572825
BIL_4417_PACK,2,0.002688172043010753,0.0011790313803736623,2.279983457402812
BIL_4449_PACK,2,0.002688172043010753,0.0011790313803736623,2.279983457402812
BIL_4217_PACK,2,0.002688172043010753,0.0011843663639952626,2.2697132616487457
BIL_4432_PACK,2,0.002688172043010753,0.0011843663639952626,2.2697132616487457
BIL_3804_PACK,10,0.013440860215053764,0.005943171754462714,2.2615634833304377
BIL_3903_PACK,2,0.002688172043010753,0.0011897013476168629,2.2595351752736392
BIL_4318_PACK,2,0.002688172043010753,0.0011897013476168629,2.2595351752736392
BIL_3902_PACK,2,0.002688172043010753,0.001195036331238463,2.249447964669739
BIL_4190_PACK,2,0.002688172043010753,0.001195036331238463,2.249447964669739
BIL_4327_PACK,2,0.002688172043010753,0.0012003713148600634,2.2394504181600956
BIL_3878_PACK,2,0.002688172043010753,0.0012003713148600634,2.2394504181600956
BIL_3892_PACK,2,0.002688172043010753,0.0012110412821032639,2.219719577471461
BIL_4246_PACK,2,0.002688172043010753,0.0012110412821032639,2.219719577471461
BIL_4431_PACK,2,0.002688172043010753,0.0012110412821032639,2.219719577471461
BIL_SUBSCRIBER_STATUS_ORIG_Idle,2,0.002688172043010753,0.0012163762657248641,2.2099839652895685
BIL_3987_PACK,2,0.002688172043010753,0.0012430511838328656,2.1625594166782043
BIL_4121_PACK,2,0.002688172043010753,0.0012483861674544659,2.153317709769323
BIL_3886_PACK,2,0.002688172043010753,0.0012537211510760661,2.144154655685198
BIL_4202_PACK,2,0.002688172043010753,0.0012590561346976666,2.135069254601786
BIL_4404_PACK,2,0.002688172043010753,0.0012590561346976666,2.135069254601786
BIL_4314_PACK,2,0.002688172043010753,0.0012750610855624673,2.108269222117245
BIL_4406_PACK,2,0.002688172043010753,0.0012750610855624673,2.108269222117245
BIL_3879_PACK,2,0.002688172043010753,0.0012803960691840676,2.0994847670250896
BIL_4366_PACK,2,0.002688172043010753,0.0012857310528056679,2.0907732119751934
BIL_3901_PACK,2,0.002688172043010753,0.001291066036427268,2.082133653248023
BIL_4235_PACK,2,0.002688172043010753,0.0013017360036704688,2.0650669839591047
BIL_3875_PACK,2,0.002688172043010753,0.001307070987292069,2.0566381391266186
BIL_3867_PACK,2,0.002688172043010753,0.0013124059709136693,2.0482778214878925
BIL_3880_PACK,2,0.002688172043010753,0.001344415872643271,1.9995093019286567
BIL_4081_PACK,4,0.005376344086021506,0.002694166728908142,1.9955498775684022
BIL_4340_PACK,2,0.002688172043010753,0.0013550858398864716,1.9837651341969351
BIL_4085_PACK,2,0.002688172043010753,0.0013550858398864716,1.9837651341969351
BIL_3855_PACK,2,0.002688172043010753,0.0013604208235080718,1.9759856630824375
BIL_3938_PACK,3,0.004032258064516129,0.0020753086288025097,1.942967907786715
BIL_3829_PACK,4,0.005376344086021506,0.002806201384961748,1.9158796353080667
BIL_4137_PACK,2,0.002688172043010753,0.001403100692480874,1.9158796353080667
BIL_4178_PACK,2,0.002688172043010753,0.0014084356761024743,1.9086225154773544
BIL_4123_PACK,2,0.002688172043010753,0.0014351105942104758,1.873146260542831
BIL_4120_PACK,2,0.002688172043010753,0.001440445577832076,1.8662086818000798
BIL_3941_PACK,4,0.005376344086021506,0.003131635385879365,1.716784818010295
BIL_4141_PACK,2,0.002688172043010753,0.0016645148899392878,1.614988282326992
BIL_SUBSCRIBER_STATUS_ORIG_Block_2_Way,69,0.09274193548387097,0.05764983301501264,1.608711259575027
BIL_4074_PACK,3,0.004032258064516129,0.002576797089232936,1.5648333667267746
BIL_4205_PACK,2,0.002688172043010753,0.001723199709776891,1.5599886813808717
BIL_4008_PACK,2,0.002688172043010753,0.0017552096115064928,1.5315390397751414
BIL_3813_PACK,2,0.002688172043010753,0.001819229414965696,1.4776432377889195
BIL_4185_PACK,1,0.0013440860215053765,0.0009496270846448501,1.4153829890056786
BIL_4276_PACK,1,0.0013440860215053765,0.0010083119044824531,1.3330062012857715
BIL_3967_PACK,1,0.0013440860215053765,0.0010189818717256539,1.3190480211675957
BIL_4342_PACK,1,0.0013440860215053765,0.0010243168553472541,1.3121779793906811
BIL_3873_PACK,1,0.0013440860215053765,0.0010243168553472541,1.3121779793906811
BIL_3836_PACK,2,0.002688172043010753,0.0020593036779377088,1.3053791297565325
BIL_4391_PACK,1,0.0013440860215053765,0.0010349868225904546,1.2986503713557256
BIL_4384_PACK,1,0.0013440860215053765,0.0010403218062120549,1.2919906258615939
BIL_3883_PACK,1,0.0013440860215053765,0.0010403218062120549,1.2919906258615939
BIL_4316_PACK,1,0.0013440860215053765,0.0010403218062120549,1.2919906258615939
BIL_4387_PACK,1,0.0013440860215053765,0.0010456567898336551,1.2853988369541367
BIL_4358_PACK,1,0.0013440860215053765,0.0010509917734552554,1.2788739697614762
BIL_4193_PACK,1,0.0013440860215053765,0.0010509917734552554,1.2788739697614762
BIL_4321_PACK,1,0.0013440860215053765,0.0010563267570768559,1.2724150103182361
BIL_4090_PACK,1,0.0013440860215053765,0.0010563267570768559,1.2724150103182361
BIL_4166_PACK,2,0.002688172043010753,0.0021126535141537117,1.2724150103182361
BIL_3910_PACK,1,0.0013440860215053765,0.0010563267570768559,1.2724150103182361
BIL_4181_PACK,2,0.002688172043010753,0.0021286584650185123,1.2628479801654675
BIL_4415_PACK,1,0.0013440860215053765,0.0010669967243200564,1.2596908602150538
BIL_4393_PACK,1,0.0013440860215053765,0.0010669967243200564,1.2596908602150538
BIL_4155_PACK,2,0.002688172043010753,0.0021393284322617128,1.256549486498807
BIL_4410_PACK,1,0.0013440860215053765,0.0010776666915632569,1.2472186734802513
BIL_4073_PACK,2,0.002688172043010753,0.0021660033503697143,1.241074739128132
BIL_3853_PACK,1,0.0013440860215053765,0.0010830016751848571,1.241074739128132
BIL_4355_PACK,1,0.0013440860215053765,0.0010830016751848571,1.241074739128132
BIL_4329_PACK,1,0.0013440860215053765,0.0010883366588064574,1.2349910394265236
BIL_4326_PACK,1,0.0013440860215053765,0.0010883366588064574,1.2349910394265236
BIL_4273_PACK,1,0.0013440860215053765,0.0010936716424280579,1.2289666928927354
BIL_4463_PACK,1,0.0013440860215053765,0.0010936716424280579,1.2289666928927354
BIL_4372_PACK,1,0.0013440860215053765,0.001099006626049658,1.2230008351602464
BIL_4454_PACK,1,0.0013440860215053765,0.001099006626049658,1.2230008351602464
BIL_4392_PACK,1,0.0013440860215053765,0.0011043416096712584,1.2170926185652693
BIL_4448_PACK,1,0.0013440860215053765,0.0011043416096712584,1.2170926185652693
BIL_4422_PACK,1,0.0013440860215053765,0.0011043416096712584,1.2170926185652693
BIL_4461_PACK,1,0.0013440860215053765,0.0011043416096712584,1.2170926185652693
BIL_4433_PACK,1,0.0013440860215053765,0.0011043416096712584,1.2170926185652693
BIL_4426_PACK,1,0.0013440860215053765,0.0011043416096712584,1.2170926185652693
BIL_4374_PACK,1,0.0013440860215053765,0.0011043416096712584,1.2170926185652693
BIL_4348_PACK,1,0.0013440860215053765,0.0011043416096712584,1.2170926185652693
BIL_3916_PACK,1,0.0013440860215053765,0.0011096765932928586,1.211241211745244
BIL_4388_PACK,1,0.0013440860215053765,0.0011096765932928586,1.211241211745244
BIL_4357_PACK,1,0.0013440860215053765,0.0011096765932928586,1.211241211745244
BIL_4414_PACK,1,0.0013440860215053765,0.0011203465605360591,1.1997055811571942
BIL_4424_PACK,1,0.0013440860215053765,0.0011256815441576594,1.194019772715691
BIL_3917_PACK,1,0.0013440860215053765,0.00113635151140086,1.1828083194507546
BIL_3877_PACK,1,0.0013440860215053765,0.0011416864950224604,1.1772811777710783
BIL_3870_PACK,1,0.0013440860215053765,0.0011416864950224604,1.1772811777710783
BIL_4351_PACK,1,0.0013440860215053765,0.0011416864950224604,1.1772811777710783
BIL_3850_PACK,2,0.002688172043010753,0.0022833729900449207,1.1772811777710783
BIL_4451_PACK,1,0.0013440860215053765,0.0011470214786440606,1.1718054513628409
BIL_4398_PACK,1,0.0013440860215053765,0.0011470214786440606,1.1718054513628409
BIL_4507_PACK,1,0.0013440860215053765,0.0011470214786440606,1.1718054513628409
BIL_4261_PACK,1,0.0013440860215053765,0.0011470214786440606,1.1718054513628409
BIL_3904_PACK,1,0.0013440860215053765,0.0011470214786440606,1.1718054513628409
BIL_4133_PACK,1,0.0013440860215053765,0.0011470214786440606,1.1718054513628409
BIL_4010_PACK,1,0.0013440860215053765,0.0011470214786440606,1.1718054513628409
BIL_4420_PACK,1,0.0013440860215053765,0.0011470214786440606,1.1718054513628409
BIL_4108_PACK,3,0.004032258064516129,0.003451734403175382,1.1681831779428629
BIL_3818_PACK,1,0.0013440860215053765,0.0011523564622656609,1.1663804261250499
BIL_3907_PACK,1,0.0013440860215053765,0.0011523564622656609,1.1663804261250499
BIL_4455_PACK,1,0.0013440860215053765,0.0011523564622656609,1.1663804261250499
BIL_4247_PACK,1,0.0013440860215053765,0.0011576914458872611,1.1610054011198654
BIL_4394_PACK,1,0.0013440860215053765,0.0011576914458872611,1.1610054011198654
BIL_3890_PACK,1,0.0013440860215053765,0.0011630264295088614,1.1556796882706917
BIL_4446_PACK,1,0.0013440860215053765,0.0011630264295088614,1.1556796882706917
BIL_3874_PACK,1,0.0013440860215053765,0.0011630264295088614,1.1556796882706917
BIL_4315_PACK,1,0.0013440860215053765,0.0011683614131304616,1.1504026120685424
BIL_4069_PACK,1,0.0013440860215053765,0.0011683614131304616,1.1504026120685424
BIL_3896_PACK,1,0.0013440860215053765,0.0011683614131304616,1.1504026120685424
