bil_column,n_pairs,share_of_pairs,prevalence,lift_vs_prevalence
BIL_3895_PACK,1,0.0013440860215053765,0.0011683614131304616,1.1504026120685424
BIL_3800_PACK,1,0.0013440860215053765,0.0011683614131304616,1.1504026120685424
BIL_4344_PACK,1,0.0013440860215053765,0.0011683614131304616,1.1504026120685424
BIL_4362_PACK,1,0.0013440860215053765,0.0011736963967520619,1.1451735092864126
BIL_4349_PACK,1,0.0013440860215053765,0.0011736963967520619,1.1451735092864126
BIL_4292_PACK,1,0.0013440860215053765,0.0011736963967520619,1.1451735092864126
BIL_3806_PACK,2,0.002688172043010753,0.0023527277771257242,1.1425767439592325
BIL_4058_PACK,2,0.002688172043010753,0.0023527277771257242,1.1425767439592325
BIL_4465_PACK,1,0.0013440860215053765,0.0011790313803736623,1.139991728701406
BIL_4263_PACK,1,0.0013440860215053765,0.0011790313803736623,1.139991728701406
BIL_4211_PACK,1,0.0013440860215053765,0.0011790313803736623,1.139991728701406
BIL_3909_PACK,1,0.0013440860215053765,0.0011790313803736623,1.139991728701406
BIL_4332_PACK,1,0.0013440860215053765,0.0011790313803736623,1.139991728701406
BIL_4096_PACK,1,0.0013440860215053765,0.0011843663639952626,1.1348566308243728
BIL_4359_PACK,1,0.0013440860215053765,0.0011843663639952626,1.1348566308243728
BIL_4423_PACK,1,0.0013440860215053765,0.0011843663639952626,1.1348566308243728
BIL_SUBSCRIBER_STATUS_ORIG_Pre_Active,1,0.0013440860215053765,0.0011897013476168629,1.1297675876368196
BIL_4323_PACK,1,0.0013440860215053765,0.0011897013476168629,1.1297675876368196
BIL_4341_PACK,1,0.0013440860215053765,0.0011897013476168629,1.1297675876368196
BIL_4287_PACK,1,0.0013440860215053765,0.0011897013476168629,1.1297675876368196
BIL_3802_PACK,1,0.0013440860215053765,0.0012003713148600634,1.1197252090800478
BIL_3908_PACK,1,0.0013440860215053765,0.0012003713148600634,1.1197252090800478
BIL_3914_PACK,1,0.0013440860215053765,0.0012003713148600634,1.1197252090800478
BIL_4377_PACK,1,0.0013440860215053765,0.0012003713148600634,1.1197252090800478
BIL_4443_PACK,1,0.0013440860215053765,0.0012110412821032639,1.1098597887357304
BIL_4290_PACK,1,0.0013440860215053765,0.0012110412821032639,1.1098597887357304
BIL_3868_PACK,1,0.0013440860215053765,0.0012110412821032639,1.1098597887357304
BIL_4291_PACK,1,0.0013440860215053765,0.0012163762657248641,1.1049919826447843
BIL_4271_PACK,1,0.0013440860215053765,0.0012163762657248641,1.1049919826447843
BIL_4436_PACK,1,0.0013440860215053765,0.0012163762657248641,1.1049919826447843
BIL_4365_PACK,1,0.0013440860215053765,0.0012217112493464646,1.1001666901441518
BIL_3864_PACK,1,0.0013440860215053765,0.0012217112493464646,1.1001666901441518
BIL_4338_PACK,1,0.0013440860215053765,0.0012217112493464646,1.1001666901441518
BIL_4312_PACK,1,0.0013440860215053765,0.0012270462329680648,1.0953833567087425
BIL_4257_PACK,1,0.0013440860215053765,0.001232381216589665,1.090641437415631
BIL_4204_PACK,1,0.0013440860215053765,0.001232381216589665,1.090641437415631
BIL_3783_PACK,1,0.0013440860215053765,0.001232381216589665,1.090641437415631
BIL_3888_PACK,1,0.0013440860215053765,0.0012377162002112654,1.0859403967371155
BIL_4242_PACK,1,0.0013440860215053765,0.0012377162002112654,1.0859403967371155
BIL_3891_PACK,1,0.0013440860215053765,0.0012430511838328656,1.0812797083391021
BIL_4268_PACK,1,0.0013440860215053765,0.0012430511838328656,1.0812797083391021
BIL_4218_PACK,1,0.0013440860215053765,0.0012430511838328656,1.0812797083391021
BIL_4457_PACK,1,0.0013440860215053765,0.0012537211510760661,1.072077327842599
BIL_4282_PACK,1,0.0013440860215053765,0.0012590561346976666,1.067534627300893
BIL_3894_PACK,1,0.0013440860215053765,0.0012590561346976666,1.067534627300893
BIL_4138_PACK,1,0.0013440860215053765,0.0012590561346976666,1.067534627300893
BIL_3900_PACK,1,0.0013440860215053765,0.0012643911183192668,1.0630302617848555
BIL_3913_PACK,1,0.0013440860215053765,0.0012643911183192668,1.0630302617848555
BIL_4130_PACK,1,0.0013440860215053765,0.001269726101940867,1.058563748079877
BIL_4289_PACK,1,0.0013440860215053765,0.0012750610855624673,1.0541346110586225
BIL_4442_PACK,1,0.0013440860215053765,0.0012750610855624673,1.0541346110586225
BIL_4270_PACK,1,0.0013440860215053765,0.0012750610855624673,1.0541346110586225
BIL_4176_PACK,1,0.0013440860215053765,0.0012750610855624673,1.0541346110586225
BIL_4154_PACK,1,0.0013440860215053765,0.0012750610855624673,1.0541346110586225
BIL_4297_PACK,1,0.0013440860215053765,0.0012750610855624673,1.0541346110586225
BIL_4265_PACK,1,0.0013440860215053765,0.0012803960691840676,1.0497423835125448
BIL_4122_PACK,2,0.002688172043010753,0.002560792138368135,1.0497423835125448
BIL_4279_PACK,1,0.0013440860215053765,0.0012803960691840676,1.0497423835125448
BIL_4303_PACK,1,0.0013440860215053765,0.0012857310528056679,1.0453866059875967
BIL_4003_PACK,1,0.0013440860215053765,0.0012857310528056679,1.0453866059875967
BIL_4264_PACK,1,0.0013440860215053765,0.0012857310528056679,1.0453866059875967
BIL_4018_PACK,1,0.0013440860215053765,0.001291066036427268,1.0410668266240115
BIL_4262_PACK,1,0.0013440860215053765,0.001291066036427268,1.0410668266240115
BIL_4275_PACK,1,0.0013440860215053765,0.0012964010200488684,1.0367826010000445
BIL_4380_PACK,1,0.0013440860215053765,0.0012964010200488684,1.0367826010000445
BIL_4198_PACK,1,0.0013440860215053765,0.0013017360036704688,1.0325334919795524
BIL_4227_PACK,1,0.0013440860215053765,0.001307070987292069,1.0283190695633093
BIL_3854_PACK,1,0.0013440860215053765,0.001307070987292069,1.0283190695633093
BIL_4027_PACK,2,0.002688172043010753,0.002614141974584138,1.0283190695633093
BIL_4354_PACK,1,0.0013440860215053765,0.0013124059709136693,1.0241389107439463
BIL_4228_PACK,1,0.0013440860215053765,0.0013230759381568698,1.0158797259798822
BIL_3859_PACK,1,0.0013440860215053765,0.0013230759381568698,1.0158797259798822
BIL_4201_PACK,1,0.0013440860215053765,0.00132841092177847,1.0117998877229348
BIL_4206_PACK,1,0.0013440860215053765,0.00132841092177847,1.0117998877229348
BIL_3808_PACK,1,0.0013440860215053765,0.0013337459054000704,1.007752688172043
BIL_3972_PACK,2,0.002688172043010753,0.0026674918108001407,1.007752688172043
BIL_4170_PACK,1,0.0013440860215053765,0.001344415872643271,0.9997546509643284
BIL_4254_PACK,1,0.0013440860215053765,0.0013550858398864716,0.9918825670984676
BIL_4117_PACK,2,0.002688172043010753,0.002715506663394543,0.9899338783615356
BIL_3851_PACK,2,0.002688172043010753,0.0027208416470161437,0.9879928315412188
BIL_4250_PACK,1,0.0013440860215053765,0.0013710907907512723,0.9803041713735828
BIL_4188_PACK,1,0.0013440860215053765,0.0013870957416160733,0.9689929693961952
BIL_4311_PACK,1,0.0013440860215053765,0.0013924307252376736,0.9652803526552136
BIL_3974_PACK,2,0.002688172043010753,0.0028008664013401477,0.9597644649257554
BIL_4147_PACK,1,0.0013440860215053765,0.001403100692480874,0.9579398176540334
BIL_4191_PACK,1,0.0013440860215053765,0.0014084356761024743,0.9543112577386772
BIL_4167_PACK,1,0.0013440860215053765,0.0014191056433456748,0.9471359851241007
BIL_4104_PACK,1,0.0013440860215053765,0.0014351105942104758,0.9365731302714155
BIL_3863_PACK,1,0.0013440860215053765,0.0014351105942104758,0.9365731302714155
BIL_4251_PACK,1,0.0013440860215053765,0.0014671204959400776,0.91613880742913
BIL_3834_PACK,1,0.0013440860215053765,0.0014671204959400776,0.91613880742913
BIL_3990_PACK,1,0.0013440860215053765,0.001477790463183278,0.9095240867978728
BIL_4093_PACK,1,0.0013440860215053765,0.001477790463183278,0.9095240867978728
BIL_4098_PACK,1,0.0013440860215053765,0.001477790463183278,0.9095240867978728
BIL_3993_PACK,1,0.0013440860215053765,0.0014831254468048783,0.906252417420902
BIL_3986_PACK,1,0.0013440860215053765,0.0014884604304264786,0.9030042008710064
BIL_4101_PACK,1,0.0013440860215053765,0.0014937954140480788,0.8997791858678956
BIL_3936_PACK,2,0.002688172043010753,0.003051610631555361,0.8809026994510866
BIL_4255_PACK,1,0.0013440860215053765,0.001536475283020881,0.8747853195937875
BIL_4119_PACK,1,0.0013440860215053765,0.001552480233885682,0.8657669142371504
BIL_3846_PACK,1,0.0013440860215053765,0.0015684851847504828,0.8569325579694244
BIL_3830_PACK,1,0.0013440860215053765,0.001589825119236884,0.8454301075268817
BIL_3848_PACK,1,0.0013440860215053765,0.0015951601028584843,0.842602582083648
BIL_4238_PACK,1,0.0013440860215053765,0.0016271700045880858,0.826026793583642
BIL_3840_PACK,1,0.0013440860215053765,0.0016911898080472893,0.7947576405142296
BIL_4013_PACK,2,0.002688172043010753,0.003387714599716179,0.793506053678774
BIL_3825_PACK,1,0.0013440860215053765,0.0016965247916688896,0.7922584026509772
BIL_4110_PACK,1,0.0013440860215053765,0.0016965247916688896,0.7922584026509772
BIL_4095_PACK,1,0.0013440860215053765,0.001723199709776891,0.7799943406904358
BIL_4135_PACK,1,0.0013440860215053765,0.0017392046606416918,0.7728164786595423
BIL_4285_PACK,1,0.0013440860215053765,0.0017498746278848923,0.7681041830579597
BIL_3841_PACK,3,0.004032258064516129,0.005340318605221882,0.7550594566723599
BIL_4070_PACK,1,0.0013440860215053765,0.001797889480479295,0.7475910149644236
BIL_3838_PACK,1,0.0013440860215053765,0.0018245643985872963,0.7366613217631894
BIL_4162_PACK,1,0.0013440860215053765,0.0018405693494520973,0.7302555711391616
BIL_4175_PACK,1,0.0013440860215053765,0.0018672442675600985,0.7198233486943165
BIL_4171_PACK,4,0.005376344086021506,0.007490317004726795,0.7177725699231077
BIL_4153_PACK,1,0.0013440860215053765,0.0018725792511816988,0.7177725699231077
BIL_3786_PACK,4,0.005376344086021506,0.007511656939213197,0.7157334433040078
BIL_3826_PACK,1,0.0013440860215053765,0.0018992541692897003,0.7076914945028393
BIL_3970_PACK,1,0.0013440860215053765,0.001931264071019302,0.6959618012237867
BIL_3795_PACK,1,0.0013440860215053765,0.0019632739727489038,0.684614597942964
BIL_4012_PACK,6,0.008064516129032258,0.011902348459790229,0.6775567154899438
BIL_3951_PACK,1,0.0013440860215053765,0.0019952838744785053,0.673631476050831
BIL_4086_PACK,1,0.0013440860215053765,0.0020006188581001057,0.6718351254480287
BIL_3815_PACK,3,0.004032258064516129,0.006241930837272329,0.6459953129307968
BIL_3816_PACK,1,0.0013440860215053765,0.0020859785960457102,0.6443431510051426
BIL_3807_PACK,1,0.0013440860215053765,0.0020966485632889107,0.6410640510000274
BIL_3947_PACK,1,0.0013440860215053765,0.0020966485632889107,0.6410640510000274
BIL_4183_PACK,1,0.0013440860215053765,0.0021393284322617128,0.6282747432494035
BIL_4106_PACK,4,0.005376344086021506,0.008914757631694071,0.6030835955547834
BIL_4052_PACK,2,0.002688172043010753,0.004566745980089841,0.5886405888855392
BIL_4288_PACK,1,0.0013440860215053765,0.0022993779409097212,0.5845433226055935
BIL_4114_PACK,1,0.0013440860215053765,0.0023580627607473247,0.569995864350703
BIL_4112_PACK,1,0.0013440860215053765,0.0024540924659361297,0.5476916783543713
BIL_4144_PACK,1,0.0013440860215053765,0.0024540924659361297,0.5476916783543713
BIL_4200_PACK,1,0.0013440860215053765,0.0024540924659361297,0.5476916783543713
BIL_3756_PACK,2,0.002688172043010753,0.00492952486635866,0.5453207187078155
BIL_4079_PACK,2,0.002688172043010753,0.0049935446698178634,0.5383294274423307
BIL_4050_PACK,2,0.002688172043010753,0.005009549620682664,0.5366095251182338
BIL_4182_PACK,1,0.0013440860215053765,0.0025447871875033342,0.5281722684339849
BIL_SUBSCRIBER_STATUS_ORIG_Suspend,15,0.020161290322580645,0.038203817714279616,0.527729727781757
BIL_4035_PACK,1,0.0013440860215053765,0.002598137023719337,0.5173268419774348
BIL_3769_PACK,2,0.002688172043010753,0.00531364368711388,0.5058999438614674
BIL_4084_PACK,2,0.002688172043010753,0.005382998474194684,0.49938190692370815
BIL_3832_PACK,1,0.0013440860215053765,0.002784861450475347,0.4826401763276068
BIL_3778_PACK,3,0.004032258064516129,0.008615998548884455,0.46799660441426144
BIL_3817_PACK,1,0.0013440860215053765,0.002896896106528953,0.4639745341491911
BIL_3820_PACK,1,0.0013440860215053765,0.0030089307625825587,0.446698886601083
BIL_4126_PACK,1,0.0013440860215053765,0.003072950566041762,0.43739265979689373
BIL_4100_PACK,1,0.0013440860215053765,0.003104960467771364,0.4328834571185752
BIL_4014_PACK,1,0.0013440860215053765,0.003131635385879365,0.42919620450257373
BIL_3798_PACK,1,0.0013440860215053765,0.003184985222095368,0.4220069883467517
BIL_4016_PACK,2,0.002688172043010753,0.006369970444190736,0.4220069883467517
BIL_4053_PACK,1,0.0013440860215053765,0.0031956551893385686,0.42059794998833183
BIL_3790_PACK,1,0.0013440860215053765,0.0032116601402033696,0.4185019469153003
BIL_4065_PACK,2,0.002688172043010753,0.006498010051109143,0.4136915797093773
BIL_3785_PACK,5,0.006720430107526882,0.016415744603664066,0.40938929483752157
BIL_4109_PACK,1,0.0013440860215053765,0.0032863499109057736,0.40899053903086163
BIL_4009_PACK,1,0.0013440860215053765,0.003297019878148974,0.4076669450534155
BIL_SUBSCRIBER_STATUS_ORIG_Pre_Expired,1,0.0013440860215053765,0.003313024829013775,0.40569753952175647
BIL_3793_PACK,1,0.0013440860215053765,0.0034197245014457806,0.3930392699578951
BIL_4033_PACK,1,0.0013440860215053765,0.003467739354040183,0.3875971877584781
BIL_4032_PACK,1,0.0013440860215053765,0.0035691040428505886,0.37658919587893985
BIL_4038_PACK,1,0.0013440860215053765,0.003633123846309792,0.36995326291191005
BIL_3831_PACK,2,0.002688172043010753,0.007324932512457187,0.3669893256271096
BIL_4037_PACK,1,0.0013440860215053765,0.0037878383713362,0.3548424958352264
BIL_4060_PACK,1,0.0013440860215053765,0.0038145132894442015,0.3523610797804346
BIL_4063_PACK,1,0.0013440860215053765,0.0039265479454978075,0.342307298971482
BIL_SUBSCRIBER_STATUS_ORIG_Block_1_Way,27,0.036290322580645164,0.11093031444393466,0.3271452241216415
BIL_4067_PACK,2,0.002688172043010753,0.008599993598019655,0.3125783772245791
BIL_4039_PACK,1,0.0013440860215053765,0.0043053317826314275,0.31219104342380516
BIL_4082_PACK,1,0.0013440860215053765,0.0043266717171178285,0.31065126022566064
BIL_3789_PACK,1,0.0013440860215053765,0.004337341684361029,0.30988705048340803
BIL_3932_PACK,3,0.004032258064516129,0.013230759381568698,0.3047639177939646
BIL_4056_PACK,1,0.0013440860215053765,0.0044120314550634325,0.304641078649348
BIL_3980_PACK,1,0.0013440860215053765,0.0046094258490626434,0.29159510653126247
BIL_4097_PACK,1,0.0013440860215053765,0.004700120570629848,0.28596841321567623
BIL_3752_PACK,3,0.004032258064516129,0.014361775909347958,0.28076319321286486
BIL_3781_PACK,1,0.0013440860215053765,0.004790815292197053,0.2805547572862035
BIL_4068_PACK,1,0.0013440860215053765,0.004886844997385858,0.27504167253603795
BIL_3966_PACK,1,0.0013440860215053765,0.0049775397189530625,0.2700301951157672
BIL_3751_PACK,19,0.025537634408602152,0.10080985051375892,0.25332479195688
